hhid,round,comment,type,direction,s9q2b,s9q2c,s9q2d,s9q3b,s9q4b,s9q5b,transfer_individual_source,transfer_individual_source_other,transferid,value_ld,value_lr,value_sd,value_sr
10021,1,,In-kind,Received,120,Relatives outside household,,0,0,0,,,,,,,
10021,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,2000,0,0,0
10021,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,160,0,0,0
10021,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1000,500,1000,0
10021,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,2000,3000,500,1000
10021,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,500,1000,400,500
10021,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,2000,1500,3000,2000
10021,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1000,2000,1500,500
10021,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,2000,600,200
10021,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,1200,0,400,500
10021,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,500,400,0
10021,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,200,500,100
10022,1,,Cash,Given,1000,Relatives outside household,,0,0,0,,,,,,,
10022,1,,Cash,Given,0,Neighbor/friend,,200,0,0,,,,,,,
10022,1,,In-kind,Given,150,Relatives outside household,,500,0,0,,,,,,,
10022,1,,In-kind,Given,200,Neighbor/friend,,0,120,0,,,,,,,
10022,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1300,500,1000,500
10022,3,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,4000,2000,3000,0
10022,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,0,0,0
10022,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,300,100,0
10022,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,0,400,0
10022,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1000,0,0,0
10022,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,340,0,0,0
10023,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,0,200,150
10023,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,150,0,300,0
10023,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,100,100,0,0
10023,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,0,150,0
10023,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,0,0,200,0
10023,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,300,0,0,0
10023,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,3000,1000,500,300
10023,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,2,500,800,0,0
10023,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,300,200,100,300
10023,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,300,200,0
10023,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,650,0,300,0
10023,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1000,200,200,0
10023,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,9000,0,0,0
10024,1,,Cash,Given,150,Relatives outside household,,0,0,0,,,,,,,
10024,1,,Cash,Received,100,Relatives outside household,,0,0,0,,,,,,,
10024,1,,In-kind,Given,50,Neighbor/friend,,0,0,0,,,,,,,
10024,1,,In-kind,Received,100,Relatives outside household,,120,0,0,,,,,,,
10024,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
10024,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,150,0,0,0
10024,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,0,0,0
10024,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,400,1000,0
10024,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,0,0
10024,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,200,0,0
10024,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,300,500,0
10024,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,160,800,160,400
10024,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,2300,4600,0,0
10024,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,2000
10025,1,,In-kind,Given,150,Relatives outside household,,200,0,0,,,,,,,
10025,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,300,0,200,0
10025,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,0,200,500
10025,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,100,0,150
10025,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,100,100,0,0
10025,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,0,0,80
10025,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,3000,0,0,0
10026,1,,In-kind,Given,150,Relatives outside household,,120,80,0,,,,,,,
10026,1,,In-kind,Received,0,Neighbor/friend,,50,0,0,,,,,,,
10026,1,,In-kind,Received,200,Relatives outside household,,0,0,0,,,,,,,
10026,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,0,0,0,100
10026,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,0,0,0
10026,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,250,0,0,0
10026,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,100,0,0,0
10026,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,350,0,0
10026,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,350,400,0,0
10026,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1350,0,1000,500
10026,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,300,250,300,0
10026,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,800,0,450,0
10026,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,1200,0,1000,400
10026,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,500,150
10026,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,200,0,100
10026,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,1000,1200,0,500
10026,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,2000,0,0
10027,1,,Cash,Given,500,Relatives outside household,,0,0,0,,,,,,,
10027,1,,Cash,Given,0,Neighbor/friend,,100,0,0,,,,,,,
10027,1,,In-kind,Given,120,Relatives outside household,,0,200,0,,,,,,,
10027,3,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,2000,0,0,0
10027,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,0,500,0,0
10027,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,1500,0,0
10027,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1000,0,0,0
10027,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,0,0,200
10027,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,0,0,100
10027,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,1000,2500,0,0
10027,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,0,0,0,1500
10027,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,2,300,0,0,200
10027,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,140,0,0,0
10028,1,,In-kind,Given,100,Relatives outside household,,0,0,0,,,,,,,
10028,1,,In-kind,Received,50,Relatives outside household,,0,0,0,,,,,,,
10029,1,,Cash,Given,400,Relatives outside household,,600,0,0,,,,,,,
10029,1,,Cash,Received,250,Relatives outside household,,0,0,0,,,,,,,
10029,1,,In-kind,Given,250,Relatives outside household,,0,0,0,,,,,,,
10029,1,,In-kind,Received,100,Neighbor/friend,,0,0,0,,,,,,,
10029,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,.b,.b,.b,.b
10029,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,0,2000,1000
10029,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,2000
10029,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,500,200,0,100
10029,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,300,200,0,0
10029,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,5000,2000,1600,400
10029,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,600,0
10029,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,850,0,200,1000
10029,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,250,300,100
10029,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,500
10030,1,,Cash,Given,50,Relatives outside household,,0,0,0,,,,,,,
10030,1,,In-kind,Given,100,Relatives outside household,,120,0,0,,,,,,,
10030,1,,In-kind,Received,200,Relatives outside household,,0,0,0,,,,,,,
10030,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,100,0,100,0
10030,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,200,100,0
10030,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,300,150,0,0
10030,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,1500,1000,2000
10030,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,0,0,500
10030,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,500,0,1000,0
10030,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,0,0
10030,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,500,0,0,0
10030,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,0,0,0
10030,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,2000
10031,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,300,0,0,50
10031,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,0,400
10031,5,0,Cash,Received,0,,,0,0,0,Other (specify),ilri allowance,2,300,0,0,0
10031,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,60,250,250,80
10031,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,0,550,400,100
10031,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1250,500,500,200
10031,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,0,1000,500
10031,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,2000,1500,500,100
10033,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,0,0,300
10033,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,300,0,0,0
10033,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,200,0,0
10033,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,0,100,0
10033,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,2,100,0,0,100
10033,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,50,0,300,0
10033,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,2,0,0,1000,0
10033,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,300,60,250,250
10033,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,0,0,70
10033,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,250,0,0,1000
10033,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,1200,0
10033,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,200,0,500
10033,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,500,0,290,200
10036,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,0,0,200
10036,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,300,1000,0,0
10036,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,700,0,0,0
10036,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,0,0
10036,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,0,0,60
10036,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,100,100,200
10036,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,150,300,150,300
10036,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,500,700,800
10036,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,600,300,400,500
10036,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,300,150,100
10036,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,100,150,100,300
10036,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,150,200,300,150
10036,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,100,300,100,200
10039,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,400,200,300,500
10039,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,100,200,100,150
10039,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,150,100,200,250
10043,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,0,500,0
10043,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,500,0,0
11001,1,,Cash,Given,300,Relatives outside household,,0,0,0,,,,,,,
11001,1,,Cash,Received,2500,Relatives outside household,,2000,2000,2000,,,,,,,
11001,1,,In-kind,Given,0,Neighbor/friend,,200,0,0,,,,,,,
11001,1,,In-kind,Given,200,Relatives outside household,,0,100,0,,,,,,,
11001,1,,In-kind,Received,100,Relatives outside household,,300,300,300,,,,,,,
11001,1,,In-kind,Received,100,Neighbor/friend,,0,0,0,,,,,,,
11001,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,100,50,20,100
11001,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,50,120,100,20
11001,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,100,200,200,100
11001,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,3000,1000,1000,3000
11001,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,2,100,20,100,5
11001,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,100,20,50,100
11001,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,100,50,10
11001,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,50,10,100,20
11001,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,4000,0,0
11001,4,0,Cash,Received,0,,,0,0,0,Other (specify),government,1,0,20000,0,0
11001,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,150,120,0
11001,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,5000,4800,2000,5000
11001,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,3000,3000,2500,4000
11001,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,0,0,24000,20000
11002,1,,Cash,Given,150,Relatives outside household,,150,100,100,,,,,,,
11002,1,,Cash,Received,1100,Relatives outside household,,1200,500,1000,,,,,,,
11002,1,,In-kind,Given,100,Relatives outside household,,100,100,100,,,,,,,
11002,1,,In-kind,Received,200,Relatives outside household,,100,250,200,,,,,,,
11002,1,,In-kind,Received,100,Neighbor/friend,,0,0,0,,,,,,,
11002,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,100,100,200,100
11002,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,2000,1000,1000
11002,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,20,10,30,15
11002,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,15,5,2,6
11002,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,400,200,100,200
11002,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,100,100,50,10
11002,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,100,0,0,0
11002,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,300,0,0,0
11002,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,430,120,300,0
11002,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,70,120,0,0
11002,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,120,300,0
11002,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,2000,1000,500,3000
11002,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,0,200,500
11003,1,,Cash,Received,1400,Relatives outside household,,3100,1300,350,,,,,,,
11003,1,,In-kind,Given,100,Relatives outside household,,100,100,100,,,,,,,
11003,1,,In-kind,Received,400,Relatives outside household,,400,300,300,,,,,,,
11003,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,.b,.b,.b,.b
11003,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,2000,2000,2000,2000
11003,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,100,300,300
11003,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,50,100,60,100
11003,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,60,35,25,30
11003,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,50,40,45,15
11003,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,400,600,300
11003,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,50,60,30,140
11003,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4000,3000,2000,3000
11003,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,0,560,0,0
11003,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,0,0
11003,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1500,500,0,0
11003,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,200,0,0
11003,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,200,100,0
11004,1,,Cash,Given,0,Neighbor/friend,,500,0,0,,,,,,,
11004,1,,Cash,Given,100,Relatives outside household,,0,100,200,,,,,,,
11004,1,,Cash,Received,0,Neighbor/friend,,1500,2000,0,,,,,,,
11004,1,,Cash,Received,1500,Relatives outside household,,2000,0,600,,,,,,,
11004,1,,In-kind,Given,400,Relatives outside household,,200,320,200,,,,,,,
11004,1,,In-kind,Given,0,Neighbor/friend,,0,0,100,,,,,,,
11004,1,,In-kind,Received,200,Neighbor/friend,,100,200,0,,,,,,,
11004,1,,In-kind,Received,250,Relatives outside household,,300,600,300,,,,,,,
11004,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,100,50,100,100
11004,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,300,100,200
11004,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,300,5000,2000
11004,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,100,200,500,200
11004,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,120,60,45,50
11004,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,40,100,120,184
11004,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,200,100,100
11004,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,60,100,20,50
11004,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,0,0
11004,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,500,50,300,0
11004,4,0,Cash,Received,0,,,0,0,0,Other (specify),ngo,1,20000,0,0,0
11004,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,400,0,100,0
11004,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,250,50,0
11005,1,,Cash,Given,40,Relatives outside household,,150,60,60,,,,,,,
11005,1,,Cash,Given,30,Neighbor/friend,,100,0,0,,,,,,,
11005,1,,Cash,Received,2100,Relatives outside household,,5200,1100,1100,,,,,,,
11005,1,,Cash,Received,100,Neighbor/friend,,0,0,50,,,,,,,
11005,1,,In-kind,Given,100,Relatives outside household,,160,90,400,,,,,,,
11005,1,,In-kind,Received,1100,Neighbor/friend,,0,0,0,,,,,,,
11005,1,,In-kind,Received,100,Relatives outside household,,700,1300,300,,,,,,,
11005,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,10,15,20,10
11005,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,100,200,100,50
11005,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,200,1000,300
11005,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,200,100,50,200
11005,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,30,20,10,100
11005,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,100,100,20,60
11005,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,200,400,100
11005,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,60,50,10,200
11005,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,24000,32000,16000,24000
11005,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,129000
11006,1,,Cash,Given,70,Neighbor/friend,,0,0,0,,,,,,,
11006,1,,Cash,Given,100,Relatives outside household,,150,275,220,,,,,,,
11006,1,,Cash,Received,0,Neighbor/friend,,0,200,0,,,,,,,
11006,1,,Cash,Received,1300,Relatives outside household,,1500,1200,3000,,,,,,,
11006,1,,In-kind,Given,100,Relatives outside household,,250,200,0,,,,,,,
11006,1,,In-kind,Given,50,Neighbor/friend,,0,0,150,,,,,,,
11006,1,,In-kind,Received,200,Relatives outside household,,300,400,250,,,,,,,
11006,1,,In-kind,Received,100,Neighbor/friend,,0,0,0,,,,,,,
11006,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,100,50,100,60
11006,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,40,20,5,10
11006,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,500,200,400
11006,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,200,100,50,100
11006,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,50,20,30,20
11006,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,120,40,10,10
11006,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,40,30,60,30
11006,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,150,10,30
11006,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,0,100,0
11006,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,340,0,120,100
11006,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,0,150,130
11006,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,6000
11007,1,,Cash,Given,400,Relatives outside household,,250,320,400,,,,,,,
11007,1,,In-kind,Given,300,Relatives outside household,,300,80,300,,,,,,,
11007,1,,In-kind,Received,300,Relatives outside household,,300,175,300,,,,,,,
11007,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,50,60,10,20
11007,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,15,20,35,30
11007,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,500,200,300,100
11007,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,500,1000,500
11007,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,35,20,10,25
11007,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,20,100,140,100
11007,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,100,40,35
11007,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,150,100,30,15
11007,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1200,0,0,0
11007,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,300,100,0,0
11007,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,0,0,0
11007,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,0,0,0
11007,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,0,0
11007,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,300,0,0
11007,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,0,30000,0,0
11007,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2800,0,0,0
11007,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,3500,0,0,0
11007,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1500,0,0,0
11007,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,500,7000,1500,0
11007,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,400,1000,800,350
11007,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,300,500,0,1200
11008,1,,Cash,Given,100,Relatives outside household,,50,150,150,,,,,,,
11008,1,,Cash,Given,70,Neighbor/friend,,200,100,100,,,,,,,
11008,1,,Cash,Received,100,Neighbor/friend,,200,0,0,,,,,,,
11008,1,,Cash,Received,400,Relatives outside household,,400,1400,1400,,,,,,,
11008,1,,In-kind,Given,190,Neighbor/friend,,0,0,100,,,,,,,
11008,1,,In-kind,Given,0,Relatives outside household,,200,400,100,,,,,,,
11008,1,,In-kind,Received,200,Relatives outside household,,150,260,100,,,,,,,
11008,1,,In-kind,Received,50,Neighbor/friend,,60,0,0,,,,,,,
11008,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,100,200,100,200
11008,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,20,100,10,50
11008,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,100,200,400,200
11008,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,200,100,100,100
11008,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,20,15,10,15
11008,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,100,10,5,20
11008,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,50,100,100,100
11008,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,50,10,200
11008,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,100,0,0,0
11008,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,0,0,0
11008,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,6000
11008,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,3000,600,1000,1500
11008,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1000,500,600,800
11008,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,5000,0,0
11010,1,,Cash,Given,300,Relatives outside household,,400,400,500,,,,,,,
11010,1,,Cash,Received,800,Relatives outside household,,1100,400,150,,,,,,,
11010,1,,In-kind,Given,100,Relatives outside household,,100,100,100,,,,,,,
11010,1,,In-kind,Received,0,Neighbor/friend,,0,150,0,,,,,,,
11010,1,,In-kind,Received,300,Relatives outside household,,300,100,400,,,,,,,
11010,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,50,20,50,20
11010,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,2,15,100,100,20
11010,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,100,200,100,100
11010,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,200,700,200
11010,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,50,20,10,15
11010,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,100,100,20,100
