hhid,round,comment,s9q6a,s9q6b,s9q6c,s9q7a,s9q7b,s9q7c,s9q8a,s9q8b,s9q8c,s9q9,s9q10a,s9q10b,s9q10c,s9q11a,s9q11b,s9q11c,s9q12a,s9q12b,s9q12c,s9q13a,s9q13b,s9q13c,s9q14a,s9q14b,s9q14c,s9q14d,s9q14e,s9q15a,s9q15b,s9q15c,s9q15d,s9q15e,s9q16_1,s9q16_2,s9q16a,s9q16b,s9q16c,s9q16d,s9q16e,s9q16f1,s9q16f2,s9q17a,s9q17b,s9q17c,s9q17d,s9q17e,s9q18a,s9q18b,s9q18c,s9q18d,s9q18e,s9q19a,s9q19b,s9q19c,s9q19d,s9q19e,s9q20a,s9q20b,s9q20c,s9q20d,s9q20e,s9q21a,s9q21b,s9q21c,s9q21d,s9q21e,s9q22a,s9q22b,s9q22c,s9q22d,s9q22e,s9q23a,s9q23b,s9q23c,s9q23d,s9q23e,s9q24a,s9q24b,s9q24c,s9q24d,s9q24e,s9q25a,s9q25b
9034,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9035,1,,Yes,8,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,2,,Yes,6,1800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,3,0,Yes,10,2800,Yes,9,1100,Yes,4,600,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,4,0,Yes,7,2500,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,5,0,Yes,2,800,Yes,9,9900,Yes,1,150,No,,,,,,,,,,,,,Yes,300,0,0,0,Yes,0,0,0,500,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,6,0,Yes,2,2000,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,10200,5100,9800,10500,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9035,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9036,1,,Yes,8,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,2,,Yes,6,1900,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,3,0,Yes,10,3400,Yes,9,1100,Yes,2,1200,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,4300,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,4,0,Yes,5,1200,Yes,1,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,5,0,No,,,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,6,0,Yes,2,650,Yes,8,2200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,10200,0,0,0,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9036,7,,Yes,1,1990,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,1,,Yes,8,1000,Yes,2,800,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,2,,Yes,6,900,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,3,0,Yes,10,2400,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,4,0,Yes,7,2500,Yes,9,6600,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,5,0,Yes,6,1000,Yes,8,4400,No,,,No,,,,,,,,,,,,,Yes,14000,0,0,0,No,,,,,,,Yes,0,0,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,6,0,Yes,3,1200,Yes,8,2200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5100,0,4600,4600,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9037,7,,Yes,1,2995,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9038,1,,Yes,10,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,2,,Yes,6,1800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,3,0,Yes,10,2400,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,4,0,Yes,7,2500,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,100,120,0,0,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,5,0,Yes,4,856,Yes,9,1100,No,,,Yes,Food,,,1,,,10,,,500,,,Yes,2000,0,2000,0,No,,,,,,,Yes,0,3500,0,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,6,0,Yes,3,500,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9038,7,,Yes,1,600,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,1,,Yes,9,1000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,2,,Yes,6,1600,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,3,0,Yes,10,2000,No,,,Yes,2,1200,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,4,0,Yes,7,2500,No,,,Yes,6,500,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,5,0,Yes,5,630,No,,,No,,,No,,,,,,,,,,,,,Yes,0,1070,0,0,Yes,0,0,0,420,,,Yes,0,7000,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,1,,Yes,7,3000,Yes,2,2000,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,2,,Yes,6,1500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,3,0,Yes,10,2900,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,4,0,Yes,7,2500,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,200,300,100,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,5,1,Yes,4,590,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,16000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,1,,Yes,8,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,2,,Yes,6,1400,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,3,0,Yes,10,2800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,4,0,Yes,7,2500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,5,0,Yes,5,500,No,,,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9042,1,,Yes,10,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,2,,Yes,6,1000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,3,0,Yes,12,2400,Yes,10,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,4,0,Yes,6,2000,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,5,0,Yes,3,637,Yes,1,1100,No,,,No,,,,,,,,,,,,,Yes,3500,0,0,0,No,,,,,,,Yes,0,7000,3500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,6,0,Yes,2,750,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9042,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9043,1,,Yes,10,2700,Yes,4,3200,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,2,,Yes,6,1000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,3,0,Yes,12,2400,Yes,10,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,4,0,Yes,6,2000,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,5,0,Yes,4,600,Yes,8,2200,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,6,0,Yes,2,1500,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9043,7,,Yes,1,300,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,1,,Yes,8,300,Yes,6,600,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,2,,Yes,6,1800,Yes,9,1600,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,3,0,Yes,4,600,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,600,0,0,0,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,4,0,Yes,7,2500,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,5,1,Yes,5,800,Yes,9,4400,No,,,No,,,,,,,,,,,,,Yes,8000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,6,0,Yes,2,500,Yes,8,3300,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9044,7,,Yes,1,2000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,Yes,0,0,4000,4000,No,,,,,No,,,,,No,,,,,No,,,,,,
9045,1,,Yes,8,3000,Yes,9,4000,No,,,No,,,,,,,,,,,,,Yes,1000,1000,1000,1000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,2,,Yes,7,1900,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,3,0,Yes,6,800,Yes,8,300,Yes,2,150,No,,,,,,,,,,,,,Yes,200,0,0,0,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,4,0,Yes,6,1000,Yes,9,1100,Yes,3,660,No,,,,,,,,,,,,,Yes,100,0,200,0,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,5,0,Yes,4,1000,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,3000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,6,0,Yes,2,750,Yes,8,1100,Yes,6,2800,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,10200,5100,0,30000,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9045,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9046,1,,Yes,8,1200,Yes,9,1000,Yes,2,500,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,2,,Yes,7,1000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,3,0,Yes,10,2400,Yes,9,2200,Yes,6,800,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,4,0,Yes,8,3000,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,0,0,0,200,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,5,1,Yes,5,850,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,6000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,6,0,Yes,3,550,Yes,8,2200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5100,0,0,0,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9046,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9047,1,,Yes,9,1500,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,2,,Yes,7,2000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,3,0,Yes,10,2400,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,4,0,Yes,10,2500,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,100,0,0,0,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,5,0,Yes,5,850,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,4000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,6,0,Yes,3,1200,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,4600,0,0,4600,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9047,7,,Yes,1,3000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,1,,Yes,8,2000,Yes,2,500,No,,,Yes,Food,Food,,3,2,,1,2,,200,300,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,2,,Yes,6,2500,Yes,8,2000,Yes,4,2400,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,3,0,Yes,12,3000,Yes,10,2200,Yes,3,450,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,4,0,Yes,7,2500,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,5,0,Yes,4,500,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,1000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,6,0,Yes,2,600,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,10200,10200,5100,4900,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9048,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,1,,Yes,10,2720,Yes,4,2800,No,,,Yes,Food,,,2,,,2,,,200,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,2,,Yes,5,500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,3,0,Yes,10,2850,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,4,0,Yes,7,2500,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,1,,Yes,8,1000,Yes,2,500,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,2,,Yes,6,2000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,3,1,Yes,10,1800,Yes,9,2200,Yes,1,2000,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,4,0,No,,,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,0,0,100,80,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,5,0,Yes,5,500,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,Yes,0,3500,3500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,6,0,Yes,3,500,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9050,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,1,,Yes,8,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,2,,Yes,4,1000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,3,0,Yes,10,3800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,4,0,Yes,7,2500,No,,,No,,,No,,,,,,,,,,,,,Yes,0,150,100,50,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,5,0,Yes,4,600,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,0,3500,3500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,1,,No,,,No,,,No,,,Yes,Food,,,1,,,2,,,200,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,2,,Yes,6,1400,Yes,.b,.b,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,3,0,Yes,10,3800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,4,0,Yes,7,2500,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,5,0,Yes,4,600,Yes,8,2200,No,,,No,,,,,,,,,,,,,Yes,2500,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9053,1,,Yes,8,3000,Yes,9,4000,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
