hhid,round,comment,s17q1,s17q7,s17q2,s17q11,s17q12,s17q13,s17q8,s17q9,s17q3,s17q4,s17q5,s17q6,s17q10
13023,5,0,very valuable,Yes,No,,,Yes,1,Yes,very helpful,much more willing,,,
13025,5,0,very valuable,Yes,Yes,very helpful,somewhat more willing,,,,,,,,
13026,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
13028,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
13029,5,0,somewhat valuable,Yes,No,,,No,,,,,No,,had more important issues to attend
13030,5,0,somewhat valuable,No,No,,,No,,,,,Yes,somewhat more willing,
13035,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
13036,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
13038,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14001,5,0,somewhat valuable,No,No,,,No,,,,,No,,
14002,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14003,5,0,I don't know,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
14005,5,0,somewhat valuable,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
14006,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14007,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14008,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14009,5,0,very valuable,No,No,,,No,,,,,No,,
14010,5,0,I don't know,No,No,,,No,,,,,Yes,less willing,
14011,5,0,somewhat valuable,No,No,,,No,,,,,No,,
14012,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14013,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
14014,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14015,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14016,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14017,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14018,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14019,5,0,somewhat valuable,No,No,,,No,,,,,Yes,much more willing,
14020,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14021,5,0,somewhat valuable,No,No,,,No,,,,,No,,
14022,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14024,5,0,very valuable,Yes,No,,,No,,,,,Yes,much more willing,was not informed early enough
14027,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14028,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14030,5,0,I don't know,No,No,,,No,,,,,No,,
14031,5,0,very valuable,No,No,,,No,,,,,No,,
14033,5,0,I don't know,No,No,,,No,,,,,No,,
14035,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14037,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14038,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
14040,5,0,somewhat valuable,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
14041,5,0,I don't know,No,No,,,No,,,,,Yes,less willing,
14043,5,0,very valuable,Yes,No,,,No,,,,,Yes,much more willing,had more important issues to attend
14044,5,0,I don't know,Yes,Yes,very helpful,much more willing,,,,,,,,
14045,5,0,somewhat valuable,No,No,,,No,,,,,No,,
14046,5,0,somewhat valuable,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
14048,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14049,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14050,5,0,somewhat valuable,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
14051,5,0,I don't know,No,No,,,No,,,,,Yes,less willing,
14052,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14054,5,0,very valuable,Yes,No,,,No,,,,,Yes,much more willing,was not informed early enough
14055,5,0,,,,,,,,,,,,,
14056,5,0,I don't know,No,No,,,No,,,,,No,,
14057,5,0,somewhat valuable,Yes,No,,,No,,,,,Yes,somewhat more willing,had more important issues to attend
14058,5,0,I don't know,No,No,,,No,,,,,No,,
14060,5,0,very valuable,No,No,,,No,,,,,No,,
14061,5,0,very valuable,No,No,,,No,,,,,No,,
14062,5,0,somewhat valuable,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
14064,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14065,5,0,very valuable,Yes,No,,,No,,,,,Yes,somewhat more willing,had more important issues to attend
14066,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14067,5,0,somewhat valuable,No,No,,,No,,,,,Yes,somewhat more willing,
14073,5,0,very valuable,Yes,No,,,Yes,4,Yes,somewhat helpful,much more willing,,,
14075,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14076,5,0,somewhat valuable,No,No,,,No,,,,,Yes,somewhat more willing,
14077,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14078,5,0,I don't know,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
14082,5,0,very valuable,Yes,No,,,No,,,,,Yes,somewhat more willing,had more important issues to attend
14083,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14085,5,0,,,,,,,,,,,,,
14087,5,0,very valuable,Yes,No,,,No,,,,,Yes,somewhat more willing,had more important issues to attend
14088,5,0,very valuable,No,No,,,No,,,,,Yes,somewhat more willing,
14089,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14090,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
14091,5,0,very valuable,Yes,No,,,Yes,4,Yes,very helpful,much more willing,,,
14092,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
14094,5,0,very valuable,Yes,No,,,No,,,,,Yes,much more willing,had more important issues to attend
14095,5,0,somewhat valuable,Yes,Yes,not helpful,less willing,,,,,,,,
14096,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14097,5,0,I don't know,No,No,,,No,,,,,No,,
14098,5,0,I don't know,No,No,,,No,,,,,No,,
14099,5,0,no value,No,No,,,No,,,,,Yes,somewhat more willing,
14100,5,0,very valuable,No,No,,,No,,,,,No,,
14101,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14102,5,0,somewhat valuable,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
14103,5,0,I don't know,No,No,,,No,,,,,Yes,I don't know,
14104,5,0,I don't know,Yes,No,,,No,,,,,Yes,somewhat more willing,had more important issues to attend
14105,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14106,5,0,somewhat valuable,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
14109,5,0,somewhat valuable,Yes,No,,,Yes,3,Yes,somewhat helpful,somewhat more willing,,,
14110,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
14111,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14112,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14113,5,0,of low value,No,No,,,No,,,,,No,,
14114,5,0,very valuable,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
14115,5,0,I don't know,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
14116,5,0,somewhat valuable,No,No,,,No,,,,,Yes,somewhat more willing,
14117,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14118,5,0,very valuable,No,No,,,No,,,,,No,,
14120,5,0,somewhat valuable,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
14121,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14122,5,0,I don't know,No,No,,,No,,,,,Yes,somewhat more willing,
14124,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14125,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14129,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
14130,5,0,somewhat valuable,No,No,,,No,,,,,No,,
14134,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14137,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
14138,5,0,I don't know,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
15001,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15002,5,0,very valuable,No,No,,,No,,,,,No,,
15003,5,0,very valuable,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
15005,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15006,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15007,5,0,very valuable,No,No,,,No,,,,,Yes,somewhat more willing,
15008,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15009,5,0,very valuable,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
15010,5,0,somewhat valuable,No,No,,,No,,,,,Yes,somewhat more willing,
15012,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15013,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15014,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15016,5,0,very valuable,Yes,No,,,Yes,1,Yes,somewhat helpful,somewhat more willing,,,
15018,5,0,very valuable,No,No,,,No,,,,,No,,
15019,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15020,5,0,very valuable,Yes,No,,,Yes,2,Yes,very helpful,much more willing,,,
15021,5,0,very valuable,Yes,No,,,No,,,,,No,,the venue too far from my home
15022,5,0,very valuable,Yes,No,,,No,,,,,Yes,somewhat more willing,had more important issues to attend
15023,5,0,very valuable,No,No,,,No,,,,,No,,
15024,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15025,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15026,5,0,somewhat valuable,Yes,No,,,No,,,,,Yes,somewhat more willing,had more important issues to attend
15027,5,0,very valuable,No,No,,,No,,,,,No,,
15028,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15029,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15030,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15031,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15033,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15034,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15035,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15036,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15037,5,0,very valuable,Yes,No,,,Yes,1,Yes,very helpful,much more willing,,,
15039,5,0,somewhat valuable,Yes,No,,,No,,,,,Yes,much more willing,had more important issues to attend
15040,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15041,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15042,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15044,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15046,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15047,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
15049,5,0,somewhat valuable,No,No,,,No,,,,,No,,
15050,5,0,somewhat valuable,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
15052,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16003,5,0,very valuable,No,No,,,No,,,,,No,,
16004,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16006,5,0,very valuable,No,No,,,No,,,,,No,,
16007,5,0,very valuable,No,No,,,No,,,,,No,,
16008,5,0,very valuable,No,No,,,No,,,,,No,,
16009,5,0,very valuable,No,No,,,No,,,,,No,,
16010,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16011,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16012,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16014,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16015,5,0,very valuable,Yes,Yes,somewhat helpful,somewhat more willing,,,,,,,,
16016,5,0,very valuable,No,No,,,No,,,,,No,,
16019,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16020,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
16021,5,0,somewhat valuable,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
16022,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16023,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16024,5,0,very valuable,Yes,Yes,somewhat helpful,much more willing,,,,,,,,
16025,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16026,5,0,I don't know,No,No,,,No,,,,,No,,
16027,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16028,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16029,5,0,very valuable,No,No,,,No,,,,,No,,
16030,5,0,very valuable,No,No,,,No,,,,,Yes,somewhat more willing,
16031,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
16032,5,0,very valuable,Yes,No,,,No,,,,,Yes,much more willing,had more important issues to attend
16033,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16034,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16035,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
16036,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16037,5,0,very valuable,Yes,No,,,No,,,,,Yes,much more willing,had more important issues to attend
16038,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16040,5,0,very valuable,Yes,Yes,very helpful,somewhat more willing,,,,,,,,
16042,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16043,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16044,5,0,very valuable,No,No,,,No,,,,,Yes,somewhat more willing,
16045,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16046,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16047,5,0,I don't know,No,No,,,No,,,,,No,,
16048,5,0,very valuable,No,No,,,No,,,,,Yes,much more willing,
16049,5,0,very valuable,Yes,No,,,No,,,,,Yes,much more willing,had more important issues to attend
16050,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16051,5,0,very valuable,Yes,No,,,Yes,2,Yes,very helpful,much more willing,,,
16052,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16053,5,0,very valuable,Yes,Yes,very helpful,much more willing,,,,,,,,
16063,5,0,,,,,,,,,,,,,
16066,5,0,,,,,,,,,,,,,
