hhid,round,comment,itemtype,itemtype_os,s11q11
7030,5,0,Other (specify),,0
7030,5,0,Water for animal consumption (that you pay for),,0
7030,5,0,Animal fodder (purchased fodder for donkey etc),,0
7030,5,0,Other supplementary animal feeding,,0
7030,5,0,Vaccinations and other veterinarian service,,1200
7030,5,0,Transportation/other transaction costs for animals,,0
7030,5,0,Wages for herders,,0
7030,6,0,Other (specify),,0
7030,6,0,Water for animal consumption (that you pay for),,0
7030,6,0,Animal fodder (purchased fodder for donkey etc),,0
7030,6,0,Other supplementary animal feeding,,0
7030,6,0,Vaccinations and other veterinarian service,,1200
7030,6,0,Transportation/other transaction costs for animals,,0
7030,6,0,Wages for herders,,0
7030,7,,Water for animal consumption (that you pay for),,0
7030,7,,Animal fodder (purchased fodder for donkey etc),,0
7030,7,,Other supplementary animal feeding,,0
7030,7,,Vaccinations and other veterinarian service,,18000
7030,7,,Vaccinations and other veterinarian service,,0
7030,7,,Transportation/other transaction costs for animals,,0
7030,7,,Wages for herders,,24000
7031,1,,Other (specify),,0
7031,1,,Water for animal consumption (that you pay for),,1500
7031,1,,Animal fodder (purchased fodder for donkey etc),,0
7031,1,,Other supplementary animal feeding,,0
7031,1,,Vaccinations and other veterinarian service,,520
7031,1,,Transportation/other transaction costs for animals,,0
7031,2,,Other (specify),,0
7031,2,,Water for animal consumption (that you pay for),,0
7031,2,,Animal fodder (purchased fodder for donkey etc),,0
7031,2,,Other supplementary animal feeding,,0
7031,2,,Vaccinations and other veterinarian service,,700
7031,2,,Transportation/other transaction costs for animals,,0
7031,3,0,Other (specify),,0
7031,3,0,Water for animal consumption (that you pay for),,1000
7031,3,0,Animal fodder (purchased fodder for donkey etc),,0
7031,3,0,Other supplementary animal feeding,,0
7031,3,0,Vaccinations and other veterinarian service,,0
7031,3,0,Transportation/other transaction costs for animals,,0
7031,4,0,Other (specify),,0
7031,4,0,Water for animal consumption (that you pay for),,1200
7031,4,0,Animal fodder (purchased fodder for donkey etc),,0
7031,4,0,Other supplementary animal feeding,,0
7031,4,0,Vaccinations and other veterinarian service,,1200
7031,4,0,Transportation/other transaction costs for animals,,0
7031,4,0,Wages for herders,,0
7031,5,1,Other (specify),,0
7031,5,1,Water for animal consumption (that you pay for),,0
7031,5,1,Animal fodder (purchased fodder for donkey etc),,0
7031,5,1,Other supplementary animal feeding,,0
7031,5,1,Vaccinations and other veterinarian service,,0
7031,5,1,Transportation/other transaction costs for animals,,0
7031,5,1,Wages for herders,,0
7031,6,0,Other (specify),,0
7031,6,0,Water for animal consumption (that you pay for),,0
7031,6,0,Animal fodder (purchased fodder for donkey etc),,0
7031,6,0,Other supplementary animal feeding,,340
7031,6,0,Vaccinations and other veterinarian service,,0
7031,6,0,Transportation/other transaction costs for animals,,0
7031,6,0,Wages for herders,,0
7032,1,,Other (specify),,0
7032,1,,Water for animal consumption (that you pay for),,28700
7032,1,,Animal fodder (purchased fodder for donkey etc),,0
7032,1,,Other supplementary animal feeding,,0
7032,1,,Vaccinations and other veterinarian service,,4600
7032,1,,Transportation/other transaction costs for animals,,0
7032,2,,Other (specify),,0
7032,2,,Water for animal consumption (that you pay for),,0
7032,2,,Animal fodder (purchased fodder for donkey etc),,0
7032,2,,Other supplementary animal feeding,,0
7032,2,,Vaccinations and other veterinarian service,,3600
7032,2,,Transportation/other transaction costs for animals,,0
7032,3,0,Other (specify),,0
7032,3,0,Water for animal consumption (that you pay for),,20000
7032,3,0,Animal fodder (purchased fodder for donkey etc),,10000
7032,3,0,Other supplementary animal feeding,,0
7032,3,0,Vaccinations and other veterinarian service,,5000
7032,3,0,Transportation/other transaction costs for animals,,0
7032,4,0,Other (specify),,0
7032,4,0,Water for animal consumption (that you pay for),,15360
7032,4,0,Animal fodder (purchased fodder for donkey etc),,0
7032,4,0,Other supplementary animal feeding,,0
7032,4,0,Vaccinations and other veterinarian service,,1200
7032,4,0,Transportation/other transaction costs for animals,,0
7032,4,0,Wages for herders,,500
7032,5,0,Other (specify),,0
7032,5,0,Water for animal consumption (that you pay for),,0
7032,5,0,Animal fodder (purchased fodder for donkey etc),,0
7032,5,0,Other supplementary animal feeding,,0
7032,5,0,Vaccinations and other veterinarian service,,2000
7032,5,0,Transportation/other transaction costs for animals,,0
7032,5,0,Wages for herders,,0
7032,6,0,Other (specify),,0
7032,6,1,Water for animal consumption (that you pay for),,12000
7032,6,0,Animal fodder (purchased fodder for donkey etc),,0
7032,6,0,Other supplementary animal feeding,,0
7032,6,0,Vaccinations and other veterinarian service,,3500
7032,6,0,Transportation/other transaction costs for animals,,0
7032,6,0,Wages for herders,,0
7032,7,,Water for animal consumption (that you pay for),,22800
7032,7,,Animal fodder (purchased fodder for donkey etc),,0
7032,7,,Other supplementary animal feeding,,0
7032,7,,Vaccinations and other veterinarian service,,15600
7032,7,,Vaccinations and other veterinarian service,,0
7032,7,,Transportation/other transaction costs for animals,,0
7032,7,,Wages for herders,,0
7033,1,,Other (specify),,0
7033,1,,Water for animal consumption (that you pay for),,24000
7033,1,,Animal fodder (purchased fodder for donkey etc),,600
7033,1,,Other supplementary animal feeding,,0
7033,1,,Vaccinations and other veterinarian service,,800
7033,1,,Transportation/other transaction costs for animals,,1500
7033,2,,Other (specify),,0
7033,2,,Water for animal consumption (that you pay for),,0
7033,2,,Animal fodder (purchased fodder for donkey etc),,0
7033,2,,Other supplementary animal feeding,,0
7033,2,,Vaccinations and other veterinarian service,,1700
7033,2,,Transportation/other transaction costs for animals,,0
7033,3,0,Other (specify),,0
7033,3,0,Water for animal consumption (that you pay for),,20000
7033,3,0,Animal fodder (purchased fodder for donkey etc),,2000
7033,3,0,Other supplementary animal feeding,,0
7033,3,0,Vaccinations and other veterinarian service,,900
7033,3,0,Transportation/other transaction costs for animals,,0
7033,4,0,Other (specify),,0
7033,4,0,Water for animal consumption (that you pay for),,1500
7033,4,0,Animal fodder (purchased fodder for donkey etc),,0
7033,4,0,Other supplementary animal feeding,,0
7033,4,0,Vaccinations and other veterinarian service,,600
7033,4,0,Transportation/other transaction costs for animals,,0
7033,4,0,Wages for herders,,0
7033,5,0,Other (specify),,0
7033,5,0,Water for animal consumption (that you pay for),,0
7033,5,0,Animal fodder (purchased fodder for donkey etc),,0
7033,5,0,Other supplementary animal feeding,,0
7033,5,0,Vaccinations and other veterinarian service,,1000
7033,5,0,Transportation/other transaction costs for animals,,0
7033,5,0,Wages for herders,,0
7033,6,0,Other (specify),,0
7033,6,0,Water for animal consumption (that you pay for),,0
7033,6,0,Animal fodder (purchased fodder for donkey etc),,1500
7033,6,0,Other supplementary animal feeding,,0
7033,6,0,Vaccinations and other veterinarian service,,1200
7033,6,0,Transportation/other transaction costs for animals,,0
7033,6,0,Wages for herders,,0
7033,7,,Water for animal consumption (that you pay for),,0
7033,7,,Animal fodder (purchased fodder for donkey etc),,0
7033,7,,Other supplementary animal feeding,,0
7033,7,,Vaccinations and other veterinarian service,,2900
7033,7,,Vaccinations and other veterinarian service,,0
7033,7,,Transportation/other transaction costs for animals,,0
7033,7,,Wages for herders,,0
7034,1,,Other (specify),,0
7034,1,,Water for animal consumption (that you pay for),,14400
7034,1,,Animal fodder (purchased fodder for donkey etc),,0
7034,1,,Other supplementary animal feeding,,0
7034,1,,Vaccinations and other veterinarian service,,0
7034,1,,Transportation/other transaction costs for animals,,0
7034,2,,Other (specify),,0
7034,2,,Water for animal consumption (that you pay for),,0
7034,2,,Animal fodder (purchased fodder for donkey etc),,0
7034,2,,Other supplementary animal feeding,,0
7034,2,,Vaccinations and other veterinarian service,,1200
7034,2,,Transportation/other transaction costs for animals,,0
7034,3,0,Other (specify),,0
7034,3,0,Water for animal consumption (that you pay for),,1000
7034,3,0,Animal fodder (purchased fodder for donkey etc),,0
7034,3,0,Other supplementary animal feeding,,0
7034,3,0,Vaccinations and other veterinarian service,,300
7034,3,0,Transportation/other transaction costs for animals,,0
7034,4,0,Other (specify),,0
7034,4,0,Water for animal consumption (that you pay for),,600
7034,4,0,Animal fodder (purchased fodder for donkey etc),,0
7034,4,0,Other supplementary animal feeding,,0
7034,4,0,Vaccinations and other veterinarian service,,300
7034,4,0,Transportation/other transaction costs for animals,,0
7034,4,0,Wages for herders,,0
7034,5,0,Other (specify),,0
7034,5,0,Water for animal consumption (that you pay for),,0
7034,5,0,Animal fodder (purchased fodder for donkey etc),,0
7034,5,0,Other supplementary animal feeding,,0
7034,5,0,Vaccinations and other veterinarian service,,2000
7034,5,0,Transportation/other transaction costs for animals,,0
7034,5,0,Wages for herders,,0
7034,6,0,Other (specify),,0
7034,6,1,Water for animal consumption (that you pay for),,6000
7034,6,0,Animal fodder (purchased fodder for donkey etc),,0
7034,6,0,Other supplementary animal feeding,,0
7034,6,0,Vaccinations and other veterinarian service,,0
7034,6,0,Transportation/other transaction costs for animals,,0
7034,6,0,Wages for herders,,0
7034,7,,Water for animal consumption (that you pay for),,14100
7034,7,,Animal fodder (purchased fodder for donkey etc),,0
7034,7,,Other supplementary animal feeding,,0
7034,7,,Vaccinations and other veterinarian service,,0
7034,7,,Vaccinations and other veterinarian service,,19500
7034,7,,Transportation/other transaction costs for animals,,0
7034,7,,Wages for herders,,0
7035,1,,Other (specify),,0
7035,1,,Water for animal consumption (that you pay for),,45000
7035,1,,Animal fodder (purchased fodder for donkey etc),,600
7035,1,,Other supplementary animal feeding,,0
7035,1,,Vaccinations and other veterinarian service,,5000
7035,1,,Transportation/other transaction costs for animals,,30000
7035,2,,Other (specify),,0
7035,2,,Water for animal consumption (that you pay for),,0
7035,2,,Animal fodder (purchased fodder for donkey etc),,0
7035,2,,Other supplementary animal feeding,,0
7035,2,,Vaccinations and other veterinarian service,,3500
7035,2,,Transportation/other transaction costs for animals,,0
7035,3,0,Other (specify),,0
7035,3,0,Water for animal consumption (that you pay for),,78000
7035,3,0,Animal fodder (purchased fodder for donkey etc),,0
7035,3,0,Other supplementary animal feeding,,0
7035,3,0,Vaccinations and other veterinarian service,,4000
7035,3,0,Transportation/other transaction costs for animals,,0
7035,4,0,Other (specify),,0
7035,4,0,Water for animal consumption (that you pay for),,0
7035,4,0,Animal fodder (purchased fodder for donkey etc),,0
7035,4,0,Other supplementary animal feeding,,0
7035,4,0,Vaccinations and other veterinarian service,,0
7035,4,0,Transportation/other transaction costs for animals,,0
7035,4,0,Wages for herders,,21000
7035,5,0,Other (specify),,0
7035,5,0,Water for animal consumption (that you pay for),,2000
7035,5,0,Animal fodder (purchased fodder for donkey etc),,0
7035,5,0,Other supplementary animal feeding,,0
7035,5,0,Vaccinations and other veterinarian service,,5000
7035,5,0,Transportation/other transaction costs for animals,,0
7035,5,0,Wages for herders,,0
7035,6,0,Other (specify),Herders food,3500
7035,6,1,Water for animal consumption (that you pay for),,8000
7035,6,0,Animal fodder (purchased fodder for donkey etc),,0
7035,6,0,Other supplementary animal feeding,,0
7035,6,0,Vaccinations and other veterinarian service,,4800
7035,6,0,Transportation/other transaction costs for animals,,0
7035,6,1,Wages for herders,,40000
7035,7,,Water for animal consumption (that you pay for),,20000
7035,7,,Animal fodder (purchased fodder for donkey etc),,0
7035,7,,Other supplementary animal feeding,,0
7035,7,,Vaccinations and other veterinarian service,,52000
7035,7,,Vaccinations and other veterinarian service,,0
7035,7,,Transportation/other transaction costs for animals,,0
7035,7,,Wages for herders,,0
7036,1,,Other (specify),,0
7036,1,,Water for animal consumption (that you pay for),,2000
7036,1,,Animal fodder (purchased fodder for donkey etc),,0
7036,1,,Other supplementary animal feeding,,0
7036,1,,Vaccinations and other veterinarian service,,770
7036,1,,Transportation/other transaction costs for animals,,0
7036,2,,Other (specify),,0
7036,2,,Water for animal consumption (that you pay for),,0
7036,2,,Animal fodder (purchased fodder for donkey etc),,0
7036,2,,Other supplementary animal feeding,,0
7036,2,,Vaccinations and other veterinarian service,,1000
7036,2,,Transportation/other transaction costs for animals,,0
7036,3,0,Other (specify),,0
7036,3,0,Water for animal consumption (that you pay for),,12000
7036,3,0,Animal fodder (purchased fodder for donkey etc),,2000
7036,3,0,Other supplementary animal feeding,,0
7036,3,0,Vaccinations and other veterinarian service,,700
7036,3,0,Transportation/other transaction costs for animals,,0
7036,4,0,Other (specify),,0
7036,4,0,Water for animal consumption (that you pay for),,0
7036,4,0,Animal fodder (purchased fodder for donkey etc),,0
7036,4,0,Other supplementary animal feeding,,0
7036,4,0,Vaccinations and other veterinarian service,,300
7036,4,0,Transportation/other transaction costs for animals,,400
7036,4,0,Wages for herders,,0
7036,5,0,Other (specify),,0
7036,5,0,Water for animal consumption (that you pay for),,2400
7036,5,0,Animal fodder (purchased fodder for donkey etc),,0
7036,5,0,Other supplementary animal feeding,,0
7036,5,0,Vaccinations and other veterinarian service,,200
7036,5,0,Transportation/other transaction costs for animals,,0
7036,5,0,Wages for herders,,0
7036,6,0,Other (specify),,0
7036,6,0,Water for animal consumption (that you pay for),,300
7036,6,0,Animal fodder (purchased fodder for donkey etc),,0
7036,6,0,Other supplementary animal feeding,,0
7036,6,0,Vaccinations and other veterinarian service,,600
7036,6,0,Transportation/other transaction costs for animals,,0
7036,6,0,Wages for herders,,0
7036,7,,Water for animal consumption (that you pay for),,0
7036,7,,Animal fodder (purchased fodder for donkey etc),,0
7036,7,,Other supplementary animal feeding,,0
7036,7,,Vaccinations and other veterinarian service,,3900
7036,7,,Vaccinations and other veterinarian service,,0
7036,7,,Transportation/other transaction costs for animals,,0
7036,7,,Wages for herders,,0
7037,1,,Other (specify),,0
7037,1,,Water for animal consumption (that you pay for),,21780
7037,1,,Animal fodder (purchased fodder for donkey etc),,0
7037,1,,Other supplementary animal feeding,,4600
7037,1,,Vaccinations and other veterinarian service,,0
7037,1,,Transportation/other transaction costs for animals,,0
7037,2,,Other (specify),,0
7037,2,,Water for animal consumption (that you pay for),,0
7037,2,,Animal fodder (purchased fodder for donkey etc),,0
7037,2,,Other supplementary animal feeding,,0
7037,2,,Vaccinations and other veterinarian service,,2800
7037,2,,Transportation/other transaction costs for animals,,0
7037,3,0,Other (specify),,0
7037,3,0,Water for animal consumption (that you pay for),,14400
7037,3,0,Animal fodder (purchased fodder for donkey etc),,0
7037,3,0,Other supplementary animal feeding,,0
7037,3,0,Vaccinations and other veterinarian service,,1200
7037,3,0,Transportation/other transaction costs for animals,,0
7037,4,0,Other (specify),,0
7037,4,0,Water for animal consumption (that you pay for),,0
7037,4,0,Animal fodder (purchased fodder for donkey etc),,0
7037,4,0,Other supplementary animal feeding,,0
7037,4,0,Vaccinations and other veterinarian service,,0
7037,4,0,Transportation/other transaction costs for animals,,0
7037,4,0,Wages for herders,,0
7037,5,0,Other (specify),,0
7037,5,0,Water for animal consumption (that you pay for),,600
7037,5,0,Animal fodder (purchased fodder for donkey etc),,0
7037,5,0,Other supplementary animal feeding,,0
7037,5,0,Vaccinations and other veterinarian service,,550
7037,5,0,Transportation/other transaction costs for animals,,0
7037,5,0,Wages for herders,,0
7037,6,0,Other (specify),,0
7037,6,0,Water for animal consumption (that you pay for),,3600
7037,6,0,Animal fodder (purchased fodder for donkey etc),,0
7037,6,0,Other supplementary animal feeding,,0
7037,6,0,Vaccinations and other veterinarian service,,2100
7037,6,0,Transportation/other transaction costs for animals,,0
7037,6,0,Wages for herders,,0
7037,7,,Water for animal consumption (that you pay for),,30000
7037,7,,Animal fodder (purchased fodder for donkey etc),,0
7037,7,,Other supplementary animal feeding,,0
7037,7,,Vaccinations and other veterinarian service,,0
7037,7,,Vaccinations and other veterinarian service,,2500
7037,7,,Transportation/other transaction costs for animals,,0
7037,7,,Wages for herders,,0
7038,1,,Other (specify),,0
7038,1,,Water for animal consumption (that you pay for),,14050
7038,1,,Animal fodder (purchased fodder for donkey etc),,0
7038,1,,Other supplementary animal feeding,,0
7038,1,,Vaccinations and other veterinarian service,,3500
7038,1,,Transportation/other transaction costs for animals,,15000
7038,2,,Other (specify),,0
7038,2,,Water for animal consumption (that you pay for),,0
7038,2,,Animal fodder (purchased fodder for donkey etc),,0
7038,2,,Other supplementary animal feeding,,0
7038,2,,Vaccinations and other veterinarian service,,1000
7038,2,,Transportation/other transaction costs for animals,,0
7038,3,0,Other (specify),,0
7038,3,0,Water for animal consumption (that you pay for),,14400
7038,3,0,Animal fodder (purchased fodder for donkey etc),,0
7038,3,0,Other supplementary animal feeding,,0
7038,3,0,Vaccinations and other veterinarian service,,2000
7038,3,0,Transportation/other transaction costs for animals,,0
7038,4,0,Other (specify),,0
7038,4,0,Water for animal consumption (that you pay for),,0
7038,4,0,Animal fodder (purchased fodder for donkey etc),,0
7038,4,0,Other supplementary animal feeding,,30
7038,4,0,Vaccinations and other veterinarian service,,1200
7038,4,0,Transportation/other transaction costs for animals,,2000
7038,4,0,Wages for herders,,0
7038,5,0,Other (specify),,0
7038,5,0,Water for animal consumption (that you pay for),,0
7038,5,0,Animal fodder (purchased fodder for donkey etc),,0
7038,5,0,Other supplementary animal feeding,,0
7038,5,0,Vaccinations and other veterinarian service,,250
7038,5,0,Transportation/other transaction costs for animals,,0
7038,5,0,Wages for herders,,0
7038,6,0,Other (specify),INKIND PAYMENT FOR HERDERS,2700
7038,6,0,Water for animal consumption (that you pay for),,0
7038,6,0,Animal fodder (purchased fodder for donkey etc),,0
7038,6,0,Other supplementary animal feeding,,0
7038,6,0,Vaccinations and other veterinarian service,,1400
7038,6,0,Transportation/other transaction costs for animals,,0
7038,6,0,Wages for herders,,0
7038,7,,Water for animal consumption (that you pay for),,0
7038,7,,Animal fodder (purchased fodder for donkey etc),,0
7038,7,,Other supplementary animal feeding,,0
7038,7,,Vaccinations and other veterinarian service,,9000
7038,7,,Vaccinations and other veterinarian service,,5100
7038,7,,Transportation/other transaction costs for animals,,0
7038,7,,Wages for herders,,0
7039,1,,Other (specify),,0
7039,1,,Water for animal consumption (that you pay for),,21000
7039,1,,Animal fodder (purchased fodder for donkey etc),,6000
7039,1,,Other supplementary animal feeding,,0
7039,1,,Vaccinations and other veterinarian service,,4000
7039,1,,Transportation/other transaction costs for animals,,0
7039,2,,Other (specify),,0
7039,2,,Water for animal consumption (that you pay for),,0
7039,2,,Animal fodder (purchased fodder for donkey etc),,0
7039,2,,Other supplementary animal feeding,,0
7039,2,,Vaccinations and other veterinarian service,,1200
7039,2,,Transportation/other transaction costs for animals,,0
7039,3,0,Other (specify),,0
7039,3,0,Water for animal consumption (that you pay for),,32000
7039,3,0,Animal fodder (purchased fodder for donkey etc),,0
7039,3,0,Other supplementary animal feeding,,0
7039,3,0,Vaccinations and other veterinarian service,,8000
7039,3,0,Transportation/other transaction costs for animals,,0
7039,4,0,Other (specify),,0
7039,4,0,Water for animal consumption (that you pay for),,27000
7039,4,0,Animal fodder (purchased fodder for donkey etc),,0
7039,4,0,Other supplementary animal feeding,,0
7039,4,0,Vaccinations and other veterinarian service,,2000
7039,4,0,Transportation/other transaction costs for animals,,0
7039,4,0,Wages for herders,,0
7039,5,0,Other (specify),,0
7039,5,0,Water for animal consumption (that you pay for),,0
7039,5,0,Animal fodder (purchased fodder for donkey etc),,0
7039,5,0,Other supplementary animal feeding,,0
7039,5,0,Vaccinations and other veterinarian service,,3500
7039,5,0,Transportation/other transaction costs for animals,,0
7039,5,0,Wages for herders,,0
7039,6,0,Other (specify),,0
7039,6,0,Water for animal consumption (that you pay for),,5000
7039,6,0,Animal fodder (purchased fodder for donkey etc),,2500
7039,6,0,Other supplementary animal feeding,,0
7039,6,0,Vaccinations and other veterinarian service,,4000
7039,6,0,Transportation/other transaction costs for animals,,4000
7039,6,0,Wages for herders,,4000
7039,7,,Water for animal consumption (that you pay for),,22000
7039,7,,Animal fodder (purchased fodder for donkey etc),,0
7039,7,,Other supplementary animal feeding,,0
7039,7,,Vaccinations and other veterinarian service,,26500
7039,7,,Vaccinations and other veterinarian service,,0
7039,7,,Transportation/other transaction costs for animals,,0
7039,7,,Wages for herders,,0
7040,1,,Other (specify),,0
7040,1,,Water for animal consumption (that you pay for),,2400
7040,1,,Animal fodder (purchased fodder for donkey etc),,0
7040,1,,Other supplementary animal feeding,,0
7040,1,,Vaccinations and other veterinarian service,,1200
7040,1,,Transportation/other transaction costs for animals,,0
7040,2,,Other (specify),,0
7040,2,,Water for animal consumption (that you pay for),,0
7040,2,,Animal fodder (purchased fodder for donkey etc),,0
7040,2,,Other supplementary animal feeding,,0
7040,2,,Vaccinations and other veterinarian service,,450
7040,2,,Transportation/other transaction costs for animals,,0
7040,3,0,Other (specify),,0
7040,3,0,Water for animal consumption (that you pay for),,6000
7040,3,0,Animal fodder (purchased fodder for donkey etc),,0
7040,3,0,Other supplementary animal feeding,,2000
7040,3,0,Vaccinations and other veterinarian service,,1000
7040,3,0,Transportation/other transaction costs for animals,,0
7040,4,0,Other (specify),,0
7040,4,0,Water for animal consumption (that you pay for),,0
7040,4,0,Animal fodder (purchased fodder for donkey etc),,0
7040,4,0,Other supplementary animal feeding,,0
7040,4,0,Vaccinations and other veterinarian service,,0
7040,4,0,Transportation/other transaction costs for animals,,0
7040,4,0,Wages for herders,,0
7040,5,0,Other (specify),,0
7040,5,0,Water for animal consumption (that you pay for),,0
7040,5,0,Animal fodder (purchased fodder for donkey etc),,0
7040,5,0,Other supplementary animal feeding,,0
7040,5,0,Vaccinations and other veterinarian service,,500
7040,5,0,Transportation/other transaction costs for animals,,0
7040,5,0,Wages for herders,,0
7040,6,0,Other (specify),,0
7040,6,0,Water for animal consumption (that you pay for),,1400
7040,6,0,Animal fodder (purchased fodder for donkey etc),,0
7040,6,0,Other supplementary animal feeding,,0
7040,6,0,Vaccinations and other veterinarian service,,360
7040,6,0,Transportation/other transaction costs for animals,,0
7040,6,0,Wages for herders,,0
7040,7,,Water for animal consumption (that you pay for),,0
7040,7,,Animal fodder (purchased fodder for donkey etc),,0
7040,7,,Other supplementary animal feeding,,0
7040,7,,Vaccinations and other veterinarian service,,0
7040,7,,Vaccinations and other veterinarian service,,4000
7040,7,,Transportation/other transaction costs for animals,,0
7040,7,,Wages for herders,,12000
7041,1,,Other (specify),,0
7041,1,,Water for animal consumption (that you pay for),,3600
7041,1,,Animal fodder (purchased fodder for donkey etc),,0
7041,1,,Other supplementary animal feeding,,0
7041,1,,Vaccinations and other veterinarian service,,550
7041,1,,Transportation/other transaction costs for animals,,0
7041,2,,Other (specify),,0
7041,2,,Water for animal consumption (that you pay for),,0
7041,2,,Animal fodder (purchased fodder for donkey etc),,0
7041,2,,Other supplementary animal feeding,,0
7041,2,,Vaccinations and other veterinarian service,,0
7041,2,,Transportation/other transaction costs for animals,,0
7041,3,0,Other (specify),,0
7041,3,0,Water for animal consumption (that you pay for),,800
7041,3,0,Animal fodder (purchased fodder for donkey etc),,0
7041,3,0,Other supplementary animal feeding,,0
7041,3,0,Vaccinations and other veterinarian service,,600
7041,3,0,Transportation/other transaction costs for animals,,0
7041,4,0,Other (specify),,0
7041,4,0,Water for animal consumption (that you pay for),,0
7041,4,0,Animal fodder (purchased fodder for donkey etc),,0
7041,4,0,Other supplementary animal feeding,,0
7041,4,0,Vaccinations and other veterinarian service,,0
7041,4,0,Transportation/other transaction costs for animals,,0
7041,4,0,Wages for herders,,0
7041,5,0,Other (specify),,0
7041,5,0,Water for animal consumption (that you pay for),,0
7041,5,0,Animal fodder (purchased fodder for donkey etc),,0
7041,5,0,Other supplementary animal feeding,,0
7041,5,0,Vaccinations and other veterinarian service,,250
7041,5,0,Transportation/other transaction costs for animals,,0
7041,5,0,Wages for herders,,0
7041,6,0,Other (specify),,0
7041,6,0,Water for animal consumption (that you pay for),,360
7041,6,0,Animal fodder (purchased fodder for donkey etc),,0
7041,6,0,Other supplementary animal feeding,,0
7041,6,0,Vaccinations and other veterinarian service,,300
7041,6,0,Transportation/other transaction costs for animals,,0
7041,6,0,Wages for herders,,0
7041,7,,Water for animal consumption (that you pay for),,36000
7041,7,,Animal fodder (purchased fodder for donkey etc),,24000
7041,7,,Other supplementary animal feeding,,4800
7041,7,,Vaccinations and other veterinarian service,,6000
7041,7,,Vaccinations and other veterinarian service,,0
7041,7,,Transportation/other transaction costs for animals,,0
7041,7,,Wages for herders,,0
7042,1,,Other (specify),,0
7042,1,,Water for animal consumption (that you pay for),,2400
7042,1,,Animal fodder (purchased fodder for donkey etc),,0
7042,1,,Other supplementary animal feeding,,0
7042,1,,Vaccinations and other veterinarian service,,0
7042,1,,Transportation/other transaction costs for animals,,0
7042,2,,Other (specify),,0
7042,2,,Water for animal consumption (that you pay for),,0
7042,2,,Animal fodder (purchased fodder for donkey etc),,0
7042,2,,Other supplementary animal feeding,,0
7042,2,,Vaccinations and other veterinarian service,,1200
7042,2,,Transportation/other transaction costs for animals,,0
7042,3,0,Other (specify),,0
7042,3,0,Water for animal consumption (that you pay for),,216
7042,3,0,Animal fodder (purchased fodder for donkey etc),,0
7042,3,0,Other supplementary animal feeding,,0
7042,3,0,Vaccinations and other veterinarian service,,0
7042,3,0,Transportation/other transaction costs for animals,,0
7042,4,0,Other (specify),,0
7042,4,0,Water for animal consumption (that you pay for),,0
7042,4,0,Animal fodder (purchased fodder for donkey etc),,0
7042,4,0,Other supplementary animal feeding,,0
7042,4,0,Vaccinations and other veterinarian service,,0
7042,4,0,Transportation/other transaction costs for animals,,0
7042,4,0,Wages for herders,,0
7042,5,1,Other (specify),,0
7042,5,1,Water for animal consumption (that you pay for),,0
7042,5,1,Animal fodder (purchased fodder for donkey etc),,0
7042,5,1,Other supplementary animal feeding,,0
7042,5,1,Vaccinations and other veterinarian service,,0
7042,5,1,Transportation/other transaction costs for animals,,0
7042,5,1,Wages for herders,,0
7042,6,0,Other (specify),,0
7042,6,1,Water for animal consumption (that you pay for),,0
7042,6,0,Animal fodder (purchased fodder for donkey etc),,0
7042,6,0,Other supplementary animal feeding,,0
7042,6,0,Vaccinations and other veterinarian service,,0
7042,6,0,Transportation/other transaction costs for animals,,0
7042,6,0,Wages for herders,,0
7043,1,,Other (specify),,0
7043,1,,Water for animal consumption (that you pay for),,3000
7043,1,,Animal fodder (purchased fodder for donkey etc),,0
7043,1,,Other supplementary animal feeding,,0
7043,1,,Vaccinations and other veterinarian service,,0
7043,1,,Transportation/other transaction costs for animals,,0
7043,2,,Other (specify),,0
7043,2,,Water for animal consumption (that you pay for),,0
7043,2,,Animal fodder (purchased fodder for donkey etc),,0
7043,2,,Other supplementary animal feeding,,0
7043,2,,Vaccinations and other veterinarian service,,500
7043,2,,Transportation/other transaction costs for animals,,0
7043,3,0,Other (specify),,0
7043,3,0,Water for animal consumption (that you pay for),,400
7043,3,0,Animal fodder (purchased fodder for donkey etc),,0
7043,3,0,Other supplementary animal feeding,,0
7043,3,0,Vaccinations and other veterinarian service,,0
7043,3,0,Transportation/other transaction costs for animals,,0
7043,4,0,Other (specify),,0
7043,4,0,Water for animal consumption (that you pay for),,0
7043,4,0,Animal fodder (purchased fodder for donkey etc),,0
7043,4,0,Other supplementary animal feeding,,0
7043,4,0,Vaccinations and other veterinarian service,,0
7043,4,0,Transportation/other transaction costs for animals,,0
7043,4,0,Wages for herders,,0
7043,5,0,Other (specify),,0
7043,5,0,Water for animal consumption (that you pay for),,0
7043,5,0,Animal fodder (purchased fodder for donkey etc),,0
7043,5,0,Other supplementary animal feeding,,0
7043,5,0,Vaccinations and other veterinarian service,,400
7043,5,0,Transportation/other transaction costs for animals,,0
7043,5,0,Wages for herders,,0
7043,6,0,Other (specify),,0
7043,6,0,Water for animal consumption (that you pay for),,0
7043,6,0,Animal fodder (purchased fodder for donkey etc),,0
7043,6,0,Other supplementary animal feeding,,0
7043,6,0,Vaccinations and other veterinarian service,,300
7043,6,0,Transportation/other transaction costs for animals,,0
7043,6,0,Wages for herders,,0
7043,7,,Water for animal consumption (that you pay for),,5376
7043,7,,Animal fodder (purchased fodder for donkey etc),,0
7043,7,,Other supplementary animal feeding,,0
